,FrameId,x,y,z,Area,Surfaced
0,0.0,60.83226577620325,-14.615058789587927,35.63875783356772,3284.5,0.0
1,1.0,61.605343449296065,-14.545562023956343,36.13622919563166,3164.0,0.0
2,2.0,62.52174333242626,-14.520342659819306,35.9845832798151,3342.0,0.0
3,3.0,63.38752455596731,-14.45118441582856,36.071995509342486,3229.0,0.0
4,4.0,64.30524314423869,-14.428753328998674,35.93488294341878,3207.0,0.0
5,5.0,65.1184398667983,-14.357588501245921,36.26532921289077,3234.0,0.0
6,325.0,34.8987950090733,-9.798365557067346,6.792632623997777,1397.0,1.0
7,326.0,36.08776217566232,-9.760233421955498,6.62116186207932,1344.0,1.0
8,327.0,37.3439922755399,-9.771916675551243,6.717435138172796,1310.0,1.0
9,328.0,38.449378207778686,-9.737315125553364,6.640094713984414,1387.5,1.0
10,329.0,39.70792793949886,-9.742619145246326,6.778719865927618,1324.0,1.0
11,330.0,40.967374406971224,-9.754611244628325,6.939392960189087,1384.5,1.0
12,331.0,42.109670212757194,-9.716484728515141,6.62364476316835,1367.0,1.0
13,332.0,43.54419021080584,-9.800048286169847,5.340819579149908,1578.5,1.0
14,337.0,39.774542272218326,-19.842278277455854,-25.21144012858722,1575.0,1.0
15,338.0,50.30794502327563,-9.799623011740165,7.928312020001975,1554.5,1.0
16,339.0,51.690868404641016,-9.79050693082701,7.417833743800289,1415.5,1.0
17,340.0,52.84570398301272,-9.749439052071914,6.738622214575635,1314.0,1.0
18,341.0,54.055353636549455,-9.757168223258878,6.330652503732208,1528.0,1.0
19,342.0,55.26560549409564,-9.721723015536949,6.493082501179645,1365.5,1.0
20,343.0,56.480035060278595,-9.72500288145601,6.130588870448559,1493.0,1.0
21,344.0,57.5560253890039,-9.787840444451103,6.093812420729882,1623.5,1.0
22,345.0,58.90430871175436,-9.880728951652413,6.558181349052786,1658.0,1.0
23,346.0,59.92724397249339,-9.990544382875179,6.842763753707221,1839.0,1.0
24,347.0,60.84959142608305,-9.964783612164826,7.169445227273933,1914.0,1.0
25,348.0,61.987811756901564,-9.92472715748063,6.3784967397409655,1753.0,1.0
26,349.0,63.20806804973539,-9.885951305526167,6.131656984618976,1809.0,1.0
27,350.0,64.31733216910024,-9.830140913685623,5.263039312273735,1772.5,1.0
28,351.0,65.66412996679036,-9.803453293495256,6.675200856266665,1729.5,0.0
29,352.0,66.88310658165129,-9.765427501671478,6.4929981126432335,1745.0,1.0
30,353.0,68.10398710873395,-9.771525564411865,6.333346542072748,1736.5,1.0
31,354.0,69.17137190804597,-9.831665726152771,6.481405458864568,1721.0,1.0
32,355.0,63.06861168312874,-20.193835894446067,-32.58402572872532,1621.0,1.0
33,356.0,64.31287390172918,-20.230809000021566,-32.919166964879196,1494.0,1.0
34,357.0,65.54375729364692,-20.309608113866837,-32.7858753960739,1441.5,0.0
