,FrameIDSync,centre_x,centre_y,mainAx_x,mainAx_y,Area,rot1,rot2,rot3,trans1,trans2,trans3,Surfaced
46,90.0,1134.0,1012.0,1234.0,1016.0,4239.5,-3.1102041159677434,0.02429325691235494,0.3680118545768444,-49.446950051365974,-11.816798639007907,202.72498054740817,1
47,91.0,1146.0,1012.0,1237.0,1015.0,3938.5,-3.1102041159677434,0.02429325691235494,0.3680118545768444,-49.446950051365974,-11.816798639007907,202.72498054740817,1
48,92.0,1156.0,1011.0,1252.0,1018.0,3955.5,-3.1102041159677434,0.02429325691235494,0.3680118545768444,-49.446950051365974,-11.816798639007907,202.72498054740817,1
49,93.0,1168.0,1010.0,1264.0,1015.0,3844.0,-3.1102041159677434,0.02429325691235494,0.3680118545768444,-49.446950051365974,-11.816798639007907,202.72498054740817,1
50,94.0,1180.0,1008.0,1276.0,1016.0,3711.0,-3.1102041159677434,0.02429325691235494,0.3680118545768444,-49.446950051365974,-11.816798639007907,202.72498054740817,1
51,95.0,1191.0,1009.0,1284.0,1014.0,3578.5,-3.1102041159677434,0.02429325691235494,0.3680118545768444,-49.446950051365974,-11.816798639007907,202.72498054740817,1
52,96.0,1205.0,1008.0,1294.0,1021.0,3409.5,-3.1102041159677434,0.02429325691235494,0.3680118545768444,-49.446950051365974,-11.816798639007907,202.72498054740817,1
53,97.0,1216.0,1008.0,1306.0,1016.0,3435.5,-3.1102041159677434,0.02429325691235494,0.3680118545768444,-49.446950051365974,-11.816798639007907,202.72498054740817,1
54,98.0,1229.0,1008.0,1318.0,1020.0,3358.5,-3.1102041159677434,0.02429325691235494,0.3680118545768444,-49.446950051365974,-11.816798639007907,202.72498054740817,1
55,99.0,1240.0,1008.0,1331.0,1012.0,3474.0,-3.1102041159677434,0.02429325691235494,0.3680118545768444,-49.446950051365974,-11.816798639007907,202.72498054740817,1
56,100.0,1252.0,1008.0,1342.0,1013.0,3442.0,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
57,101.0,1265.0,1008.0,1357.0,1014.0,3440.5,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
58,102.0,1278.0,1008.0,1368.0,1008.0,3406.0,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
59,103.0,1290.0,1008.0,1380.0,1014.0,3395.5,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
60,104.0,1302.0,1008.0,1387.0,1013.0,3352.0,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
61,105.0,1313.0,1008.0,1393.0,1016.0,3378.0,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
62,106.0,1325.0,1007.0,1409.0,1017.0,3218.0,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
63,107.0,1336.0,1007.0,1422.0,1014.0,3313.0,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
64,108.0,1351.0,1008.0,1414.0,1026.0,3043.0,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
65,109.0,1361.0,1006.0,1444.0,1014.0,3049.0,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
66,110.0,1374.0,1004.0,1458.0,1013.0,2992.0,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
67,111.0,1387.0,1005.0,1477.0,1009.0,3215.5,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
68,112.0,1402.0,1006.0,1466.0,1025.0,3168.0,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
69,113.0,1414.0,1006.0,1422.0,1072.0,3072.5,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
70,114.0,1425.0,1005.0,1486.0,1038.0,3136.0,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
71,115.0,1437.0,1004.0,1504.0,1021.0,3217.5,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
72,116.0,1447.0,1002.0,1533.0,1021.0,3298.5,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
73,117.0,1459.0,1001.0,1548.0,1014.0,3256.5,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
74,118.0,1471.0,1001.0,1561.0,1009.0,3344.0,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
75,119.0,1484.0,1000.0,1574.0,1015.0,3196.0,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
76,120.0,1496.0,1000.0,1586.0,1005.0,3169.5,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
77,121.0,1509.0,1000.0,1598.0,1009.0,3136.5,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
78,122.0,1522.0,999.0,1611.0,1020.0,2975.0,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
79,123.0,1535.0,1001.0,1619.0,1017.0,2956.5,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
80,124.0,1548.0,1001.0,1635.0,1004.0,2858.5,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
81,125.0,1566.0,1003.0,1591.0,1063.0,2523.0,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
82,126.0,1574.0,1000.0,1660.0,1008.0,2336.5,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
83,127.0,1596.0,1002.0,1615.0,1054.0,2028.0,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,1
84,128.0,,,,,,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,0
85,129.0,,,,,,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,0
86,130.0,,,,,,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,0
87,131.0,,,,,,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,0
88,132.0,,,,,,-3.1151537667543465,0.023831300225325126,0.36503616249275267,-49.53232998715242,-11.61205029614015,202.7662085899881,0
